Date,Name,Age,Position,Nationality,Club Left,League Left,Club Joined,League Joined,Market Valuation,Transfer
"Oct 17, 2011",Tommy Wright,27,Centre-Forward,England,"
Kidderminster ", National League ,"
Luton ",,225 K €,Free transfer
"Oct 17, 2011",James McFadden,28,Second Striker,Scotland,"
Without Club ",,"
Everton ",,"2,00 mil. €",-
"Oct 17, 2011",Jörn Wemmer,27,Right Midfield,Germany,"
Without Club ",,"
Berliner AK ",,100 K €,-
"Oct 17, 2011",Kevin Bigler,19,Right-Back,Switzerland,"
Thun U21 ", 1.Liga gr. 2 ,"
FC Thun ",,50 K €,-
"Oct 18, 2011",Ezenwa Otorogu,24,Centre-Forward,Nigeria,"
Without Club ",,"
Bloemfontein ",,200 K €,-
"Oct 19, 2011",Volkan Ünlü,28,Goalkeeper,Turkey,"
Without Club ",,"
Sonnenhof-Gr. ",,100 K €,-
"Oct 20, 2011",Joe Bizera,31,Centre-Back,Uruguay,"
M. Petah Tikva ", Ligat ha'Al ,"
Bella Vista ",,400 K €,Free transfer
"Oct 20, 2011",Charlie Sheringham,23,Centre-Forward,England,"
Dartford ", England		,"
Bournemouth ",,50 K €,?
"Oct 20, 2011",Francis Jeffers,30,Centre-Forward,England,"
Without Club ",,"
Newcastle ",,500 K €,-
"Oct 20, 2011",Dieudonné Bikoyoï,26,Left-Back,Cameroon,"
Without Club ",,"
Pau FC ",,100 K €,-
"Oct 20, 2011",Michael Nkambule,22,Attacking Midfield,South Africa,"
Without Club ",,"
Royal Eagles  ",,25 K €,-
"Oct 21, 2011",Lee Morris,31,Centre-Forward,England,"
Eastwood Town ", England		,"
Solihull Moors ",,200 K €,Free transfer
"Oct 21, 2011",Goran Basic,23,Goalkeeper,Croatia,"
NK Zagreb ", 1.HNL ,"
NK Samobor ",,50 K €,Free transfer
"Oct 21, 2011",Timo Hildebrand,32,Goalkeeper,Germany,"
Without Club ",,"
FC Schalke 04 ",,"1,70 mil. €",-
"Oct 21, 2011",Samuel Piètre,27,Right Winger,France,"
Without Club ",,"
AS Poissy ",,350 K €,-
"Oct 21, 2011",Nuriman Ismaili,23,Defensive Midfield,North Macedonia,"
Without Club ",,"
Edirne Spor GK ",,75 K €,-
"Oct 22, 2011",Gennaro Iezzo,38,Goalkeeper,Italy,"
Without Club ",,"
Nola ",,100 K €,-
"Oct 24, 2011",Nikolaos Psychogios,22,Right-Back,Greece,"
Iraklis ", Greece		,"
Doxa Dramas ",,350 K €,Free transfer
"Oct 24, 2011",Eul-yong Lee,36,Left Midfield,"Korea, South","
Gangwon FC ", K League 1 ,"
Retired ",,600 K €,-
"Oct 25, 2011",Jason Beardsley,22,Right-Back,England,"
Mickleover ", England		,"
Stafford Rangers ",,100 K €,Free transfer
"Oct 25, 2011",Nathan Modest,20,Centre-Forward,England,"
Sheff Wed ", League One ,"
Sheffield FC ",,75 K €,Free transfer
"Oct 25, 2011",Aaron Pitchkolan,28,Defensive Midfield,United States,"
Rochester ", USLC ,"
Islanders ",,50 K €,?
"Oct 25, 2011",Liridon Lekaj,20,Midfielder,Croatia,"
Without Club ",,"
KF Vëllaznimi ",,50 K €,-
"Oct 27, 2011",Bryan Hughes,35,Attacking Midfield,England,"
ÍBV ", Pepsi Max deild ,"
Accrington ",,500 K €,Free transfer
"Oct 27, 2011",Mohamed Kawarshy,28,Centre-Back,Egypt,"
El Ittihad ", Premier League ,"
A. Damanhour ",,50 K €,?
"Oct 28, 2011",Mario Brlecic,22,Central Midfield,Croatia,"
NK Varazdin ", 1.HNL ,"
Inter Zapresic ",,350 K €,Free transfer
"Oct 28, 2011",Andrés Gurrieri,22,Right Midfield,Argentina,"
Sud America ", Segunda División ,"
Burton Albion ",,25 K €,Free transfer
"Oct 28, 2011",Štefan Toporčák,27,Midfielder,Slovakia,"
Slavoj Trebisov ", Slovakia		,"
Moldava ",,75 K €,?
"Oct 28, 2011",Stephen Jordan,29,Centre-Back,England,"
Without Club ",,"
Rochdale ",,"2,00 mil. €",-
"Oct 28, 2011",Alain Cantareil,28,Left-Back,France,"
Without Club ",,"
FC Rouen 1899 ",,650 K €,-
"Oct 29, 2011",Walter Baseggio,33,Central Midfield,Belgium,"
Without Club ",,"
Lensois ",,100 K €,-
"Oct 30, 2011",El-Hadji Diouf,30,Centre-Forward,Senegal,"
Without Club ",,"
Doncaster ",,"1,75 mil. €",-
"Oct 31, 2011",Leandro,26,Right-Back,Brazil,"
Spartak Nalchik ", Premier Liga ,"
Arsenal Kyiv ",,"1,20 mil. €",Free transfer
"Oct 31, 2011",Mirko Hrgovic,32,Left-Back,Bosnia-Herzegovina,"
Without Club ",,"
RNK Split ",,500 K €,-
"Oct 31, 2011",Mathieu Valverde,28,Goalkeeper,France,"
Without Club ",,"
Olympique Lyon ",,900 K €,-
"Oct 31, 2011",Arnar Gunnlaugsson,38,Right Winger,Iceland,"
Fram Reykjavík ", Pepsi Max deild ,"
Retired ",,25 K €,-
"Nov 1, 2011",Bojan Jorgacevic,29,Goalkeeper,Serbia,"
KAA Gent ", Jupiler Pro League ,"
Club Brugge ",,"2,20 mil. €","1,00 mil. €"
"Nov 1, 2011",Sanna Nyassi,22,Right Midfield,The Gambia,"
Colorado ", MLS ,"
Montreal Impact ",,100 K €,draft
"Nov 1, 2011",Kevin McLeod,31,Left Midfield,Scotland,"
Braintree ", National League ,"
Thurrock ",,250 K €,Free transfer
"Nov 1, 2011",Moses Ashikodi,24,Centre-Forward,Antigua and Barbuda,"
Kettering Town ", National League ,"
York City ",,100 K €,Free transfer
"Nov 1, 2011",Shiva N'Zigou,28,Left Winger,Gabon,"
RE Virton ", Belgium		,"
Missile FC ",,300 K €,Free transfer
"Nov 1, 2011",Kerry Baptiste,29,Second Striker,Trinidad and Tobago,"
TB Rowdies ", NASL ,"
T&TEC SC ",,150 K €,Free transfer
"Nov 1, 2011",Derek Young,31,Central Midfield,Scotland,"
Grindavík ", Pepsi Max deild ,"
Morton ",,250 K €,Free transfer
"Nov 1, 2011",Stephen Pearson,29,Central Midfield,Scotland,"
Derby ", Championship ,"
Bristol City ",,"1,25 mil. €",Free transfer
"Nov 1, 2011",Ian Ross,25,Central Midfield,England,"
Harrogate Town ", England		,"
Boston United ",,50 K €,Free transfer
"Nov 1, 2011",Mark McCammon,33,Centre-Forward,Barbados,"
Braintree ", National League ,"
Sheffield FC ",,200 K €,Free transfer
"Nov 1, 2011",Steve Jones,35,Right Winger,Northern Ireland,"
Droylsden ", England		,"
Telford Utd ",,350 K €,Free transfer
"Nov 1, 2011",Alex Gibbs,27,Centre-Forward,Italy,"
Sambenedettese ", Italy		,"
Castelfidardo  ",,150 K €,Free transfer
"Nov 1, 2011",Demba Touré,26,Second Striker,Senegal,"
ES Sétif ", Ligue Professionnelle 1 ,"
Astra Giurgiu ",,300 K €,Free transfer
"Nov 1, 2011",Kelvin Jack,35,Goalkeeper,Trinidad and Tobago,"
Kettering Town ", National League ,"
Maidstone ",,150 K €,Free transfer
"Nov 1, 2011",Emanuele Marzocchi,27,Central Midfield,Italy,"
Aversa Norm. ", Italy		,"
Ischia ",,75 K €,Free transfer
"Nov 1, 2011",Leon Constantine,33,Centre-Forward,England,"
Lewes ", England		,"
Tooting & Mitcham FC ",,250 K €,Free transfer
"Nov 1, 2011",Ryan Crowther,23,Right Winger,England,"
Hyde United ", England		,"
Fleetwood ",,50 K €,Free transfer
"Nov 1, 2011",Marvin Williams,24,Centre-Forward,England,"
Hemel FC ", England		,"
Salisbury ",,150 K €,Free transfer
"Nov 1, 2011",Gustave Bebbe,29,Centre-Forward,Cameroon,"
Bostanci Bagcil ", Cyprus		,"
SL Nghe An FC ",,250 K €,Free transfer
"Nov 1, 2011",Stefan Bailey,24,Central Midfield,England,"
Banbury ", England		,"
Arlesey Town ",,200 K €,Free transfer
"Nov 1, 2011",Dejan Kelhar,27,Centre-Back,Slovenia,"
Ankaragücü ", Süper Lig ,"
Hapoel Haifa ",,475 K €,Free transfer
"Nov 1, 2011",Dario Soltic,26,Centre-Forward,Croatia,"
NK Rudar Mursko Sredisce ", Croatia		,"
NK Cakovec ",,50 K €,Free transfer
"Nov 1, 2011",Joe O'Cearuill,24,Centre-Back,Ireland,"
Bishop's St. ", England		,"
Tooting & Mitcham FC ",,250 K €,Free transfer
"Nov 1, 2011",André Dias,30,Centre-Forward,Brazil,"
América-MG ", Série A ,"
Villa Nova AC ",,200 K €,Free transfer
"Nov 1, 2011",Attilio Angotti,23,Centre-Forward,Italy,"
USD Noto Calcio ", Italy		,"
Dolce Onorio ",,50 K €,Free transfer
"Nov 2, 2011",Daniel Webb,28,Centre-Back,England,"
Bath City ", National League ,"
Salisbury ",,50 K €,Free transfer
"Nov 2, 2011",Steven Watt,26,Centre-Back,Scotland,"
Grimsby Town ", National League ,"
Dover Athletic ",,225 K €,Free transfer
"Nov 2, 2011",Garry Wood,23,Centre-Forward,Scotland,"
Ross County ", Championship ,"
Peterhead FC ",,250 K €,Free transfer
"Nov 2, 2011",Christian Haselberger,22,Centre-Back,Austria,"
Without Club ",,"
FC Lustenau ",,150 K €,-
"Nov 3, 2011",Kirill Kostin,17,Right-Back,Russia,"
Akademia Zenit ", Russia		,"
Zenit II ",,25 K €,-
"Nov 4, 2011",Neil Barrett,29,Right Midfield,England,"
Havant & Water. ", England		,"
Ebbsfleet Utd ",,375 K €,Free transfer
"Nov 4, 2011",Dean Sinclair,26,Right Winger,England,"
Arlesey Town ", England		,"
Hayes & Yeading ",,275 K €,Free transfer
"Nov 4, 2011",Dean Holden,32,Centre-Back,Northern Ireland,"
Chesterfield FC ", League One ,"
Rochdale ",,300 K €,?
"Nov 4, 2011",Cristian Zenoni,34,Right-Back,Italy,"
Without Club ",,"
Monza ",,100 K €,-
"Nov 4, 2011",Andrea Zanchetta,36,Central Midfield,Italy,"
Cremonese ", Serie C - B ,"
Retired ",,50 K €,-
"Nov 4, 2011",Zoltán Lipták,26,Centre-Back,Hungary,"
Without Club ",,"
Újpest FC ",,700 K €,-
"Nov 4, 2011",Patrick Bengondo,30,Centre-Forward,Cameroon,"
Without Club ",,"
FC Winterthur ",,200 K €,-
"Nov 6, 2011",Jamie Reed,24,Centre-Forward,Wales,"
Bangor City ", Cymru Premier ,"
York City ",,200 K €,65 K €
"Nov 7, 2011",David Poole,26,Right Winger,England,"
Droylsden ", England		,"
Hyde United ",,175 K €,Free transfer
"Nov 7, 2011",Ben Wilkinson,24,Central Midfield,England,"
Boston United ", England		,"
Retired ",,200 K €,-
"Nov 8, 2011",Sébastien Renouard,27,Right Midfield,France,"
Without Club ",,"
Stade Lavallois ",,350 K €,-
"Nov 8, 2011",Atli Freyr Pálsson,16,Right Midfield,Iceland,"
Stjarnan U19 ", Iceland		,"
Stjarnan ",,25 K €,-
"Nov 9, 2011",Pyeong-rae Kim,24,Defensive Midfield,"Korea, South","
Without Club ",,"
Seongnam FC ",,300 K €,-
"Nov 9, 2011",Jurgen Seedorf,31,Attacking Midfield,Netherlands,"
PEC Zwolle ", Keuken Kampioen Divisie ,"
Retired ",,50 K €,-
"Nov 10, 2011",Nicholas Miraglia,18,Right-Back,Italy,"
ISM Gradisca ", Italy		,"
Monfalcone ",,75 K €,Free transfer
"Nov 10, 2011",Mojtaba Mahboob Mojaz,20,Right Winger,Iran,"
Esteghlal FC  ", Persian Gulf Pro League ,"
Sarcheshmeh ",,50 K €,?
"Nov 10, 2011",Sandy Martens,38,Centre-Forward,Belgium,"
KSV Oudenaarde ", Belgium		,"
Without Club ",,300 K €,-
"Nov 11, 2011",Darren Currie,36,Midfielder,England,"
Boreham Wood ", England		,"
Hendon Town ",,275 K €,Free transfer
"Nov 11, 2011",Seong-hwan Byeon,31,Left-Back,"Korea, South","
Sydney FC ", A-League ,"
Newcastle ",,350 K €,Free transfer
"Nov 12, 2011",Kanga Akalé,30,Left Winger,Cote d'Ivoire,"
Without Club ",,"
Al Duhail ",,"1,00 mil. €",-
"Nov 13, 2011",Idan Srur,25,Left Midfield,Israel,"
Without Club ",,"
SC Karmiel Zfat ",,250 K €,-
"Nov 14, 2011",Abdoulaye Soumaré,31,Left Winger,France,"
RCS Verviers ", Belgium		,"
CS Pétange ",,150 K €,Free transfer
"Nov 14, 2011",Fabio Liverani,35,Defensive Midfield,Italy,"
FC Lugano ", Challenge League ,"
Retired ",,500 K €,-
"Nov 15, 2011",Nikola Simic,30,Left Midfield,Serbia,"
Hapoel Acre ", Ligat ha'Al ,"
Radnicki K. ",,500 K €,Free transfer
"Nov 15, 2011",Jonne Hjelm,23,Left Winger,Finland,"
Tampere United ", Finland		,"
Wehen Wiesbaden ",,500 K €,Free transfer
"Nov 15, 2011",Floyd Ayité,22,Left Winger,Togo,"
G. Bordeaux ", Ligue 1 ,"
Reims ",,700 K €,Free transfer
"Nov 15, 2011",Kyle Haynes,19,Right-Back,England,"
Cheltenham ", League Two ,"
Hednesford ",,25 K €,Free transfer
"Nov 16, 2011",Dávid Wittrédi,24,Attacking Midfield,Hungary,"
Without Club ",,"
Kozármisleny  ",,75 K €,-
"Nov 17, 2011",Sean Kinsella,20,Central Midfield,Ireland,"
Stafford Rangers ", England		,"
Northwich Victoria ",,50 K €,Free transfer
"Nov 17, 2011",Thomas Baelum,33,Centre-Back,Denmark,"
Grauballe UGF ", Denmark		,"
Retired ",,200 K €,-
"Nov 18, 2011",Maxime Blanchard,25,Centre-Back,France,"
Without Club ",,"
Plymouth ",,50 K €,-
"Nov 20, 2011",Francesco Giorgetti,26,Left Midfield,Italy,"
Without Club ",,"
Galatina ",,50 K €,?
"Nov 20, 2011",Farzad Hatami,25,Centre-Forward,Iran,"
Sepahan ", Persian Gulf Pro League ,"
Tractor ",,400 K €,?
"Nov 21, 2011",Eun-jung Kim,32,Centre-Forward,"Korea, South","
Jeju Utd. ", K League 1 ,"
Gangwon FC ",,"1,50 mil. €",Free transfer
"Nov 21, 2011",Seung-hwan Bang,28,Defensive Midfield,"Korea, South","
FC Seoul ", K League 1 ,"
Busan IPark ",,350 K €,Free transfer
"Nov 21, 2011",Ryan Smith,25,Left Winger,England,"
Kansas ", MLS ,"
Chivas USA ",,400 K €,?
"Nov 21, 2011",James Beattie,33,Centre-Forward,England,"
Without Club ",,"
Sheffield Utd. ",,750 K €,-
"Nov 22, 2011",Tony Garrod,20,Centre-Forward,England,"
Farnborough ", England		,"
Dartford ",,50 K €,Free transfer
"Nov 22, 2011",Can Özgür Arslantas,29,Centre-Back,Turkey,"
Samsunspor ", Süper Lig ,"
Retired ",,25 K €,-
"Nov 22, 2011",Lebogang Mothibantwa,27,Central Midfield,South Africa,"
Without Club ",,"
Atlie FC ",,100 K €,-
"Nov 22, 2011",Andre Blackman,21,Left-Back,England,"
Without Club ",,"
Celtic ",,50 K €,-
"Nov 22, 2011",Eliran Eliyahu Asao,26,Centre-Forward,Israel,"
Kiryat Malachi ", Israel		,"
Retired ",,50 K €,-
"Nov 23, 2011",Justin Mapp,27,Right Midfield,United States,"
Philadelphia ", MLS ,"
Montreal Impact ",,200 K €,draft
"Nov 23, 2011",Josh Gardner,29,Left-Back,United States,"
Columbus Crew ", MLS ,"
Montreal Impact ",,175 K €,draft
"Nov 23, 2011",Bobby Burling,27,Centre-Back,United States,"
Quakes ", MLS ,"
Montreal Impact ",,100 K €,draft
"Nov 23, 2011",Seth Sinovic,24,Left-Back,United States,"
Kansas ", MLS ,"
Montreal Impact ",,100 K €,draft
"Nov 23, 2011",Collen Warner,23,Central Midfield,United States,"
Salt Lake ", MLS ,"
Montreal Impact ",,125 K €,draft
"Nov 23, 2011",Jeb Brovsky,22,Defensive Midfield,United States,"
Vancouver ", MLS ,"
Montreal Impact ",,100 K €,draft
"Nov 23, 2011",Haci Bulut,21,Second Striker,Turkey,"
AGOVV Apeldoorn ", Keuken Kampioen Divisie ,"
Kayserispor U21 ",,50 K €,Free transfer
"Nov 23, 2011",Tyson Wahl,27,Centre-Back,United States,"
Sounders FC	 ", MLS ,"
Montreal Impact ",,100 K €,?
"Nov 23, 2011",James Riley,29,Right-Back,United States,"
Sounders FC	 ", MLS ,"
Chivas USA ",,150 K €,?
"Nov 24, 2011",Anthony McNamee,27,Right Midfield,England,"
MK Dons ", League One ,"
Wycombe ",,500 K €,Free transfer
"Nov 24, 2011",Sébastien Ligoule,28,Defensive Midfield,France,"
FC Libourne ", France		,"
Moulins-Yzeure ",,50 K €,Free transfer
"Nov 24, 2011",Sone Aluko,22,Second Striker,Nigeria,"
Without Club ",,"
Rangers ",,500 K €,-
"Nov 25, 2011",Bart Goor,38,Left Midfield,Belgium,"
Beerschot AC ", Jupiler Pro League ,"
KVC Westerlo ",,250 K €,Free transfer
"Nov 25, 2011",Bryan Arguez,22,Defensive Midfield,United States,"
Fort Lauderdale ", NASL ,"
Montreal Impact ",,100 K €,Free transfer
"Nov 28, 2011",Davy Arnaud,31,Central Midfield,United States,"
Kansas ", MLS ,"
Montreal Impact ",,350 K €,?
"Nov 28, 2011",Seth Sinovic,24,Left-Back,United States,"
Montreal Impact ", NASL ,"
Kansas ",,100 K €,?
"Nov 28, 2011",Carl-Erik Torp,27,Central Midfield,Norway,"
SK Brann ", Eliteserien ,"
Retired ",,500 K €,-
"Nov 29, 2011",Brian Ching,33,Centre-Forward,United States,"
Houston ", MLS ,"
Montreal Impact ",,600 K €,draft
"Nov 29, 2011",Samvel Melkonyan,27,Right Winger,Armenia,"
MIKA Aschtarak ", Bardsragujn chumb ,"
Mes Kerman ",,400 K €,Free transfer
"Nov 29, 2011",Craig Nelthorpe,24,Left Midfield,England,"
Gainsborough Trinity ", England		,"
Matlock ",,50 K €,Free transfer
"Nov 29, 2011",Robbie Russell,32,Right-Back,United States,"
Salt Lake ", MLS ,"
D.C. United ",,350 K €,?
"Nov 29, 2011",Paulo Nagamura,28,Central Midfield,Brazil,"
Chivas USA ", MLS ,"
Kansas ",,400 K €,?
"Nov 30, 2011",Mustafa Özzengi,24,Goalkeeper,Turkey,"
Unknown ",,"
Oba Belediye ",,50 K €,Free transfer
"Nov 30, 2011",Shea Salinas,25,Left Winger,United States,"
Vancouver ", MLS ,"
Quakes ",,150 K €,?
"Dec 1, 2011",Jos Hooiveld,28,Centre-Back,Netherlands,"
Celtic ", Premiership ,"
Southampton ",,"1,50 mil. €",620 K €
"Dec 1, 2011",Bruno Martella,19,Left-Back,Italy,"
Pescara ", Serie B ,"
Sampdoria ",,75 K €,500 K €
"Dec 1, 2011",Salaheddine Saidi,24,Defensive Midfield,Morocco,"
Kawkab Marrakech ", Morocco		,"
FAR Rabat ",,50 K €,90 K €
"Dec 1, 2011",Chris Leitch,32,Right-Back,United States,"
Quakes ", MLS ,"
LA Galaxy ",,125 K €,draft
"Dec 1, 2011",Carlos Mendes,30,Centre-Back,United States,"
NY Red Bulls ", MLS ,"
Columbus Crew ",,100 K €,draft
"Dec 1, 2011",Marc Burch,27,Left-Back,United States,"
D.C. United ", MLS ,"
Sounders FC	 ",,250 K €,draft
"Dec 1, 2011",Andrew Boyens,28,Centre-Back,New Zealand,"
Chivas USA ", MLS ,"
LA Galaxy ",,250 K €,draft
"Dec 1, 2011",Kheli Dube,28,Right Winger,Zimbabwe,"
Revolution ", MLS ,"
Chicago Fire ",,150 K €,draft
"Dec 1, 2011",Danleigh Borman,26,Left-Back,South Africa,"
Toronto FC ", MLS ,"
Revolution ",,100 K €,draft
"Dec 1, 2011",Kevin McLeod,31,Left Midfield,Scotland,"
Thurrock ", England		,"
Chelmsford City ",,250 K €,Free transfer
"Dec 1, 2011",Richard Pacquette,28,Centre-Forward,Dominica,"
Hayes & Yeading ", National League ,"
Maidenhead Utd. ",,50 K €,Free transfer
"Dec 1, 2011",Micah Hyde,37,Central Midfield,Jamaica,"
Aveley FC ", England		,"
St. Albans City ",,200 K €,Free transfer
"Dec 1, 2011",Mecho,34,Right Winger,Bulgaria,"
Lok. Sofia ", efbet Liga ,"
Chern. Burgas ",,200 K €,Free transfer
"Dec 1, 2011",Lee Gledhill,31,Centre-Back,England,"
Harlow ", England		,"
Maidstone ",,50 K €,Free transfer
"Dec 1, 2011",Dan Trenkel,28,Central Midfield,England,"
Chelmsford City ", England		,"
Great Wakering Rovers ",,50 K €,Free transfer
"Dec 1, 2011",Paul Connor,32,Forward,England,"
Mansfield Town ", National League ,"
Gainsborough Trinity ",,125 K €,Free transfer
"Dec 1, 2011",Mustafa Sarp,31,Defensive Midfield,Turkey,"
Samsunspor ", Süper Lig ,"
Karabükspor ",,"1,00 mil. €",Free transfer
"Dec 1, 2011",Rocco Giannone,28,Defensive Midfield,Italy,"
Anzio ", Italy		,"
AS Sora Calcio ",,200 K €,Free transfer
"Dec 1, 2011",Leon Constantine,33,Centre-Forward,England,"
Tooting & Mitcham FC ", England		,"
Boston United ",,250 K €,Free transfer
"Dec 1, 2011",Dariusz Imbiorowicz,24,Left-Back,Poland,"
Jeziorak Ilawa ", Poland		,"
Lubonski 1943 ",,100 K €,Free transfer
"Dec 1, 2011",Michael Pook,26,Midfielder,England,"
Brackley ", England		,"
Maidenhead Utd. ",,100 K €,Free transfer
"Dec 1, 2011",Nathan Ashton,24,Left-Back,England,"
Dover Athletic ", England		,"
Thurrock ",,100 K €,Free transfer
"Dec 1, 2011",Alan White,35,Centre-Back,England,"
Boston United ", England		,"
Harrogate Town ",,75 K €,Free transfer
"Dec 1, 2011",Giuseppe Negro,25,Left Winger,Italy,"
Todi Calcio ", Italy		,"
Jesina ",,100 K €,Free transfer
"Dec 1, 2011",Dariusz Stachowiak,27,Right Midfield,Poland,"
Unknown ",,"
Vict. Wrzesnia ",,100 K €,Free transfer
"Dec 2, 2011",James Lawrie,20,Attacking Midfield,Northern Ireland,"
Telford Utd ", National League ,"
Altrincham ",,25 K €,Free transfer
"Dec 2, 2011",Bobby Convey,28,Left Midfield,United States,"
Quakes ", MLS ,"
Kansas ",,400 K €,?
"Dec 2, 2011",Rhys Evans,29,Goalkeeper,England,"
Without Club ",,"
Staines Town FC ",,300 K €,-
"Dec 3, 2011",Hilaire Muñoz,28,Goalkeeper,France,"
Without Club ",,"
US Marseille Endoume ",,300 K €,-
"Dec 4, 2011",Matteo Pomponi,34,Left-Back,Italy,"
Rosetana ", Italy		,"
Hatria  ",,25 K €,?
"Dec 4, 2011",Jonathan Reis,22,Centre-Forward,Brazil,"
Without Club ",,"
Vitesse ",,"1,50 mil. €",-
"Dec 5, 2011",Lee Ridley,30,Left-Back,England,"
Grimsby Town ", National League ,"
Gainsborough Trinity ",,225 K €,Free transfer
"Dec 5, 2011",Isa Halim,25,Defensive Midfield,Singapore,"
LC Sailors ", Premier League ,"
LionsXII ",,150 K €,Free transfer
"Dec 5, 2011",Juma'at Jantan,27,Left-Back,Singapore,"
LC Sailors ", Premier League ,"
LionsXII ",,125 K €,Free transfer
"Dec 5, 2011",Shaiful Esah,25,Left Midfield,Singapore,"
Warriors FC ", Premier League ,"
LionsXII ",,50 K €,Free transfer
"Dec 5, 2011",Hyrulnizam Juma'at,25,Goalkeeper,Singapore,"
Warriors FC ", Premier League ,"
LionsXII ",,75 K €,Free transfer
"Dec 5, 2011",Raihan Rahman,20,Central Midfield,Singapore,"
Young Lions ", Premier League ,"
LionsXII ",,50 K €,Free transfer
"Dec 5, 2011",Fazli Ayob,21,Central Midfield,Singapore,"
Young Lions ", Premier League ,"
LionsXII ",,50 K €,Free transfer
"Dec 5, 2011",Safuwan Baharudin,20,Centre-Back,Singapore,"
Young Lions ", Premier League ,"
LionsXII ",,100 K €,Free transfer
"Dec 5, 2011",Yasir Hanapi,22,Attacking Midfield,Singapore,"
LС Sailors Res ", Prime League ,"
LionsXII ",,75 K €,Free transfer
"Dec 5, 2011",Khairul Nizam,20,Centre-Forward,Singapore,"
Young Lions ", Premier League ,"
LionsXII ",,150 K €,Free transfer
"Dec 5, 2011",Gabriel Quak,20,Right Winger,Singapore,"
Young Lions ", Premier League ,"
LionsXII ",,50 K €,Free transfer
"Dec 5, 2011",Irwan Shah,23,Left-Back,Singapore,"
Young Lions ", Premier League ,"
LionsXII ",,25 K €,Free transfer
"Dec 5, 2011",Shahir Hamzah,22,Defender,Singapore,"
Young Lions ", Premier League ,"
LionsXII ",,200 K €,Free transfer
"Dec 5, 2011",Shahdan Sulaiman,23,Central Midfield,Singapore,"
Young Lions ", Premier League ,"
LionsXII ",,75 K €,Free transfer
"Dec 5, 2011",Sufian Anuar,24,Forward,Singapore,"
LC Sailors ", Premier League ,"
LionsXII ",,50 K €,Free transfer
"Dec 5, 2011",Safirul Sulaiman,19,Left-Back,Singapore,"
Young Lions ", Premier League ,"
LionsXII ",,25 K €,Free transfer
"Dec 5, 2011",Taufiq Rahmat,24,Attacking Midfield,Singapore,"
Tanjong Pagar ", Premier League ,"
LionsXII ",,50 K €,Free transfer
"Dec 5, 2011",Shakir Hamzah,19,Left-Back,Singapore,"
Young Lions ", Premier League ,"
LionsXII ",,25 K €,Free transfer
"Dec 5, 2011",Murat Ibrahim Uslu,33,Goalkeeper,Turkey,"
Adiyamanspor ", 2.Lig Kirmizi ,"
Retired ",,50 K €,-
"Dec 6, 2011",Dimitri Habran,36,Goalkeeper,Belgium,"
Without Club ",,"
Beaufays ",,250 K €,-
"Dec 6, 2011",Haytham Tambal,33,Centre-Forward,Sudan,"
Al Merreikh ", Sudan		,"
Retired ",,250 K €,-
"Dec 7, 2011",Agil Etemadi,24,Goalkeeper,Iran,"
FC Groningen ", Eredivisie ,"
Tractor ",,100 K €,Free transfer
"Dec 7, 2011",Damian Scannell,26,Right Winger,England,"
Dag & Red FC ", League Two ,"
Eastleigh FC ",,125 K €,Free transfer
"Dec 7, 2011",Jason Yeisley,25,Centre-Forward,United States,"
Pittsburgh ", USLC ,"
Richmond Kicker ",,50 K €,Free transfer
"Dec 7, 2011",Nicola Mingazzini,31,Central Midfield,Italy,"
Without Club ",,"
Nocerina ",,100 K €,-
"Dec 7, 2011",Lee Nguyen,25,Attacking Midfield,United States,"
Without Club ",,"
Vancouver ",,500 K €,-
"Dec 7, 2011",Krisztián Timár,32,Centre-Back,Hungary,"
Without Club ",,"
Da Nang FC ",,750 K €,-
"Dec 8, 2011",Lazar Popovic,28,Centre-Forward,Serbia,"
FK Bane Raska ", Serbia		,"
Perak TBG ",,350 K €,Free transfer
"Dec 8, 2011",Greg Sutton,34,Goalkeeper,Canada,"
NY Red Bulls ", MLS ,"
Montreal Impact ",,300 K €,?
"Dec 9, 2011",Andrea Tummiolo,27,Central Midfield,Italy,"
Ribera ", Italy		,"
Campofranco ",,50 K €,Free transfer
"Dec 9, 2011",Jason Beardsley,22,Right-Back,England,"
Without Club ",,"
Lincoln City ",,100 K €,-
"Dec 10, 2011",David Knight,24,Goalkeeper,England,"
Histon FC ", England		,"
Blyth Spartans ",,50 K €,Free transfer
